osm_type,osm_id,key,value,name,lat,lon,addr:street,addr:housenumber,brand,operator,website,cuisine,opening_hours,description,barrio,comuna,ipcf_promedio_pesos,porc_hogares_bajo_lp,porc_poblacion_bajo_lp,tasa_actividad,tasa_empleo,tasa_desocupacion,tasa_desocupacion_varones,tasa_desocupacion_mujeres,tasa_subocupacion,porc_cuenta_propia,porc_asalariados_sin_jubilacion,poblacion,superficie_km2,densidad_hab_km2,porc_poblacion_ciudad,porc_superficie_ciudad,varones_cada_100_mujeres,edad_promedio_anios,porc_poblacion_0_14,porc_poblacion_15_64,porc_65mas,porc_nacidos_ciudad,tasa_fecundidad,tasa_mortalidad_infantil,tasa_natalidad,tasa_mortalidad,tasa_crecimiento_vegetativo,porc_mujeres_sin_hijos,porc_mujeres_1_2_hijos,porc_mujeres_mas_2_hijos,tamano_medio_hogar,porc_hogares_unipersonales,porc_poblacion_unida,porc_hogares_familiares,porc_hogares_no_familiares
node,4692930228,amenity,restaurant,Las Leñas,-34.6265571,-58.4229144,Avenida San Juan,,,,,pizza,,,Boedo,5.0,859444.0,"12,7a",13.7,68.1,64.4,"5,5a","4,5b","6,3b","5,6a",20.1,"16,7a","187,991",6.7,"28,058",6.1,3.3,85.8,40.3,17.2,64.7,18.1,57.7,0.9,4.2,6.2,9.8,-3.6,42.6,44.4,13.0,2.1,43.4,47.5,56.4,43.6
node,4693050021,amenity,restaurant,Esquina Sur,-34.6255905,-58.4162613,Avenida San Juan,,,,,,,,Boedo,5.0,859444.0,"12,7a",13.7,68.1,64.4,"5,5a","4,5b","6,3b","5,6a",20.1,"16,7a","187,991",6.7,"28,058",6.1,3.3,85.8,40.3,17.2,64.7,18.1,57.7,0.9,4.2,6.2,9.8,-3.6,42.6,44.4,13.0,2.1,43.4,47.5,56.4,43.6
node,4693050032,amenity,cafe,Las Delicias San Juan,-34.6254233,-58.4148629,Avenida San Juan,,,,,,,,Boedo,5.0,859444.0,"12,7a",13.7,68.1,64.4,"5,5a","4,5b","6,3b","5,6a",20.1,"16,7a","187,991",6.7,"28,058",6.1,3.3,85.8,40.3,17.2,64.7,18.1,57.7,0.9,4.2,6.2,9.8,-3.6,42.6,44.4,13.0,2.1,43.4,47.5,56.4,43.6
node,4693050506,amenity,restaurant,Lo de Beto,-34.6252757,-58.4134056,,,,,,,,,Boedo,5.0,859444.0,"12,7a",13.7,68.1,64.4,"5,5a","4,5b","6,3b","5,6a",20.1,"16,7a","187,991",6.7,"28,058",6.1,3.3,85.8,40.3,17.2,64.7,18.1,57.7,0.9,4.2,6.2,9.8,-3.6,42.6,44.4,13.0,2.1,43.4,47.5,56.4,43.6
node,4693054652,amenity,restaurant,Federico,-34.6247137,-58.4087467,,,,,,,,,San Cristobal,3.0,685561.0,25.7,32.3,63.7,59.9,"5,9a","5,2b","6,8b","9,4a",19.8,26.9,"193,790",6.4,"30,280",6.3,3.1,90.1,39.2,17.4,65.8,16.8,50.5,1.1,8.2,7.7,9.7,-2.0,38.2,42.5,19.3,2.2,41.3,48.0,57.7,42.3
node,4693054657,amenity,cafe,Isla de Capri,-34.6244522,-58.4066397,Avenida San Juan,,,,,,,,San Cristobal,3.0,685561.0,25.7,32.3,63.7,59.9,"5,9a","5,2b","6,8b","9,4a",19.8,26.9,"193,790",6.4,"30,280",6.3,3.1,90.1,39.2,17.4,65.8,16.8,50.5,1.1,8.2,7.7,9.7,-2.0,38.2,42.5,19.3,2.2,41.3,48.0,57.7,42.3
node,4693073657,amenity,restaurant,La Cueva,-34.6232084,-58.3968074,Avenida San Juan,,,,,,,,San Cristobal,3.0,685561.0,25.7,32.3,63.7,59.9,"5,9a","5,2b","6,8b","9,4a",19.8,26.9,"193,790",6.4,"30,280",6.3,3.1,90.1,39.2,17.4,65.8,16.8,50.5,1.1,8.2,7.7,9.7,-2.0,38.2,42.5,19.3,2.2,41.3,48.0,57.7,42.3
node,4693076779,amenity,cafe,Cafe del Biografo,-34.6229534,-58.3927965,Avenida San Juan,,,,,,,,San Cristobal,3.0,685561.0,25.7,32.3,63.7,59.9,"5,9a","5,2b","6,8b","9,4a",19.8,26.9,"193,790",6.4,"30,280",6.3,3.1,90.1,39.2,17.4,65.8,16.8,50.5,1.1,8.2,7.7,9.7,-2.0,38.2,42.5,19.3,2.2,41.3,48.0,57.7,42.3
node,4693805158,amenity,restaurant,Triskel,-34.6089229,-58.4362035,Avenida Díaz Vélez,4902,,,,,,,Caballito,6.0,883031.0,"13,4a",14.4,63.1,60.6,"4,0b", ---,"4,9b","6,5a",23.4,"18,5a","185,964",6.9,"26,951",6.0,3.4,84.8,41.3,17.1,63.7,19.2,69.9,0.9,4.1,6.0,9.7,-3.8,40.4,47.6,12.0,2.0,45.0,49.6,54.2,45.8
node,4693809410,amenity,restaurant,Hui Yang Yuan,-34.6088995,-58.4340802,Avenida Díaz Vélez,4774,,,,chinese,,,Caballito,6.0,883031.0,"13,4a",14.4,63.1,60.6,"4,0b", ---,"4,9b","6,5a",23.4,"18,5a","185,964",6.9,"26,951",6.0,3.4,84.8,41.3,17.1,63.7,19.2,69.9,0.9,4.1,6.0,9.7,-3.8,40.4,47.6,12.0,2.0,45.0,49.6,54.2,45.8
node,4695983653,amenity,restaurant,Lo de Mario,-34.6087266,-58.4231533,Avenida Díaz Vélez,,,,,pizza,,,Almagro,5.0,859444.0,"12,7a",13.7,68.1,64.4,"5,5a","4,5b","6,3b","5,6a",20.1,"16,7a","187,991",6.7,"28,058",6.1,3.3,85.8,40.3,17.2,64.7,18.1,57.7,0.9,4.2,6.2,9.8,-3.6,42.6,44.4,13.0,2.1,43.4,47.5,56.4,43.6
node,4696178990,amenity,cafe,Le Moulin de la Fleur,-34.5898332,-58.4003852,Avenida Pueyrredón,1824,,,,,,,Recoleta,2.0,1046451.0,17.0,15.7,64.5,61.8,"4,2b", ---,"5,6b","6,5a",19.6,25.5,"149,345",6.3,"23,706",4.8,3.1,80.5,42.5,11.4,67.5,21.1,46.0,1.3,4.2,9.8,10.5,-0.7,50.4,37.0,12.6,1.8,54.2,44.9,45.6,54.4
node,4696741484,amenity,restaurant,Don Hugo Pizzeria,-34.6180664,-58.393309,Avenida Independencia,,,,,pizza,,,Balvanera,3.0,685561.0,25.7,32.3,63.7,59.9,"5,9a","5,2b","6,8b","9,4a",19.8,26.9,"193,790",6.4,"30,280",6.3,3.1,90.1,39.2,17.4,65.8,16.8,50.5,1.1,8.2,7.7,9.7,-2.0,38.2,42.5,19.3,2.2,41.3,48.0,57.7,42.3
node,4697752904,amenity,cafe,Charlotte,-34.6685168,-58.5070582,Avenida de los Corrales,,,,,,,,Mataderos,9.0,605610.0,"24,0a",28.2,60.8,56.6,"6,9a","6,4b","7,4b","9,3a",25.6,34.4,"171,839",16.6,"10,352",5.6,8.1,94.4,38.4,19.7,63.2,17.1,68.7,1.1,8.2,6.5,9.9,-3.5,30.2,48.9,20.9,2.6,26.6,47.0,72.7,27.3
node,4697752905,amenity,restaurant,La Fuccinalta,-34.6684988,-58.5070211,Avenida de los Corrales,,,,,,,,Mataderos,9.0,605610.0,"24,0a",28.2,60.8,56.6,"6,9a","6,4b","7,4b","9,3a",25.6,34.4,"171,839",16.6,"10,352",5.6,8.1,94.4,38.4,19.7,63.2,17.1,68.7,1.1,8.2,6.5,9.9,-3.5,30.2,48.9,20.9,2.6,26.6,47.0,72.7,27.3
node,4697752930,amenity,restaurant,Corrales,-34.6647162,-58.5024702,Avenida de los Corrales,,,,,,,,Mataderos,9.0,605610.0,"24,0a",28.2,60.8,56.6,"6,9a","6,4b","7,4b","9,3a",25.6,34.4,"171,839",16.6,"10,352",5.6,8.1,94.4,38.4,19.7,63.2,17.1,68.7,1.1,8.2,6.5,9.9,-3.5,30.2,48.9,20.9,2.6,26.6,47.0,72.7,27.3
node,4697752955,amenity,restaurant,La Esperanza,-34.6633883,-58.5008928,Avenida de los Corrales,,,,,,,,Mataderos,9.0,605610.0,"24,0a",28.2,60.8,56.6,"6,9a","6,4b","7,4b","9,3a",25.6,34.4,"171,839",16.6,"10,352",5.6,8.1,94.4,38.4,19.7,63.2,17.1,68.7,1.1,8.2,6.5,9.9,-3.5,30.2,48.9,20.9,2.6,26.6,47.0,72.7,27.3
node,4697828912,amenity,cafe,Lemón,-34.6600856,-58.5144131,,,,,,,,,Mataderos,9.0,605610.0,"24,0a",28.2,60.8,56.6,"6,9a","6,4b","7,4b","9,3a",25.6,34.4,"171,839",16.6,"10,352",5.6,8.1,94.4,38.4,19.7,63.2,17.1,68.7,1.1,8.2,6.5,9.9,-3.5,30.2,48.9,20.9,2.6,26.6,47.0,72.7,27.3
node,4698122963,amenity,restaurant,Volviste Clara,-34.6198098,-58.4089208,Avenida Independencia,,,,,,,,Balvanera,3.0,685561.0,25.7,32.3,63.7,59.9,"5,9a","5,2b","6,8b","9,4a",19.8,26.9,"193,790",6.4,"30,280",6.3,3.1,90.1,39.2,17.4,65.8,16.8,50.5,1.1,8.2,7.7,9.7,-2.0,38.2,42.5,19.3,2.2,41.3,48.0,57.7,42.3
node,4698137040,amenity,restaurant,Casanova,-34.5963203,-58.3766641,Marcelo T. de Alvear,,,,,,,,Retiro,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,"14,465",8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8
node,4698137078,amenity,cafe,Negro,-34.5964721,-58.3781058,Marcelo T. de Alvear,,,,,,,,Retiro,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,"14,465",8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8
node,4698164375,amenity,restaurant,Chioco,-34.5998804,-58.3968226,Avenida Córdoba,2094,,,,,,,Balvanera,3.0,685561.0,25.7,32.3,63.7,59.9,"5,9a","5,2b","6,8b","9,4a",19.8,26.9,"193,790",6.4,"30,280",6.3,3.1,90.1,39.2,17.4,65.8,16.8,50.5,1.1,8.2,7.7,9.7,-2.0,38.2,42.5,19.3,2.2,41.3,48.0,57.7,42.3
node,4698223309,amenity,restaurant,Fugu Sushi,-34.6248093,-58.4470851,Avenida Juan Bautista Alberdi,,,,,sushi,,,Caballito,6.0,883031.0,"13,4a",14.4,63.1,60.6,"4,0b", ---,"4,9b","6,5a",23.4,"18,5a","185,964",6.9,"26,951",6.0,3.4,84.8,41.3,17.1,63.7,19.2,69.9,0.9,4.1,6.0,9.7,-3.8,40.4,47.6,12.0,2.0,45.0,49.6,54.2,45.8
node,4698230084,amenity,restaurant,Pizzeria Genova,-34.6037228,-58.379139,Avenida Corrientes,,,,,,,,San Nicolas,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,"14,465",8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8
node,4698230403,amenity,theatre,Astros,-34.6036049,-58.3772909,Avenida Corrientes,,,,,,,,San Nicolas,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,"14,465",8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8
node,4698230450,amenity,cafe,Café Martínez,-34.6033828,-58.3731917,Avenida Corrientes,450,Café Martínez,,https://www.cafemartinez.com/,coffee_shop,Mo-Fr 07:30-21:00,,San Nicolas,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,"14,465",8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8
node,4698231986,amenity,restaurant,Parada Honorio,-34.6118828,-58.4418964,,,,,,,,,Caballito,6.0,883031.0,"13,4a",14.4,63.1,60.6,"4,0b", ---,"4,9b","6,5a",23.4,"18,5a","185,964",6.9,"26,951",6.0,3.4,84.8,41.3,17.1,63.7,19.2,69.9,0.9,4.1,6.0,9.7,-3.8,40.4,47.6,12.0,2.0,45.0,49.6,54.2,45.8
node,4698232002,amenity,restaurant,La Rueda,-34.6110143,-58.4426176,Avenida Doctor Honorio Pueyrredón,,,,,,,,Caballito,6.0,883031.0,"13,4a",14.4,63.1,60.6,"4,0b", ---,"4,9b","6,5a",23.4,"18,5a","185,964",6.9,"26,951",6.0,3.4,84.8,41.3,17.1,63.7,19.2,69.9,0.9,4.1,6.0,9.7,-3.8,40.4,47.6,12.0,2.0,45.0,49.6,54.2,45.8
node,4698243486,amenity,restaurant,Deli Wok,-34.5930548,-58.3787029,Esmeralda,,,,,,,,Retiro,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,"14,465",8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8
node,4698973811,amenity,cafe,Santa Cafe,-34.6116868,-58.3777866,Moreno,818,,,,,,,Monserrat,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,"14,465",8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8
node,4698995206,amenity,cafe,Dolce Far Niente,-34.611709,-58.3781467,Moreno,888,,,,,,,Monserrat,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,"14,465",8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8
node,4699496090,amenity,restaurant,La Germinadora,-34.6032186,-58.3713494,25 de Mayo,,,,,,,,San Nicolas,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,"14,465",8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8
node,4699592701,amenity,restaurant,Pronto Pizza,-34.6044629,-58.3746528,Sarmiento,,,,,,,,San Nicolas,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,"14,465",8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8
node,4699592724,amenity,restaurant,Los Mejores Sandwiches,-34.6045348,-58.3755997,Sarmiento,635,,,,,,,San Nicolas,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,"14,465",8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8
node,4699596717,amenity,restaurant,Punta Cuore,-34.6095552,-58.3949713,,,,,,,,,Balvanera,3.0,685561.0,25.7,32.3,63.7,59.9,"5,9a","5,2b","6,8b","9,4a",19.8,26.9,"193,790",6.4,"30,280",6.3,3.1,90.1,39.2,17.4,65.8,16.8,50.5,1.1,8.2,7.7,9.7,-2.0,38.2,42.5,19.3,2.2,41.3,48.0,57.7,42.3
node,4699596718,amenity,cafe,La Gran Via,-34.6095412,-58.3950375,Avenida Rivadavia,,,,,,,,Balvanera,3.0,685561.0,25.7,32.3,63.7,59.9,"5,9a","5,2b","6,8b","9,4a",19.8,26.9,"193,790",6.4,"30,280",6.3,3.1,90.1,39.2,17.4,65.8,16.8,50.5,1.1,8.2,7.7,9.7,-2.0,38.2,42.5,19.3,2.2,41.3,48.0,57.7,42.3
node,4699626860,amenity,cafe,Bonafide,-34.6100391,-58.401684,Avenida Rivadavia,,Bonafide,,,coffee_shop,,,Balvanera,3.0,685561.0,25.7,32.3,63.7,59.9,"5,9a","5,2b","6,8b","9,4a",19.8,26.9,"193,790",6.4,"30,280",6.3,3.1,90.1,39.2,17.4,65.8,16.8,50.5,1.1,8.2,7.7,9.7,-2.0,38.2,42.5,19.3,2.2,41.3,48.0,57.7,42.3
node,4699630353,amenity,restaurant,Zoe,-34.599639,-58.4012102,Avenida Córdoba,2402,,,,bar_and_grill,,,Balvanera,3.0,685561.0,25.7,32.3,63.7,59.9,"5,9a","5,2b","6,8b","9,4a",19.8,26.9,"193,790",6.4,"30,280",6.3,3.1,90.1,39.2,17.4,65.8,16.8,50.5,1.1,8.2,7.7,9.7,-2.0,38.2,42.5,19.3,2.2,41.3,48.0,57.7,42.3
node,4699633803,amenity,cafe,Havanna,-34.6101381,-58.4032256,Avenida Rivadavia,,Havanna,,,coffee_shop,,,Balvanera,3.0,685561.0,25.7,32.3,63.7,59.9,"5,9a","5,2b","6,8b","9,4a",19.8,26.9,"193,790",6.4,"30,280",6.3,3.1,90.1,39.2,17.4,65.8,16.8,50.5,1.1,8.2,7.7,9.7,-2.0,38.2,42.5,19.3,2.2,41.3,48.0,57.7,42.3
node,4699637186,amenity,cafe,Alessandro,-34.6451849,-58.4660537,Pergamino,,,,,coffee_shop;ice_cream,Mo-Sa 09:00-24:00; Su 12:00-24:00,,Parque Avellaneda,9.0,605610.0,"24,0a",28.2,60.8,56.6,"6,9a","6,4b","7,4b","9,3a",25.6,34.4,"171,839",16.6,"10,352",5.6,8.1,94.4,38.4,19.7,63.2,17.1,68.7,1.1,8.2,6.5,9.9,-3.5,30.2,48.9,20.9,2.6,26.6,47.0,72.7,27.3
node,4699637482,amenity,bar,La Parrilla de Once,-34.6102131,-58.4047657,Avenida Rivadavia,,,,,,,,Balvanera,3.0,685561.0,25.7,32.3,63.7,59.9,"5,9a","5,2b","6,8b","9,4a",19.8,26.9,"193,790",6.4,"30,280",6.3,3.1,90.1,39.2,17.4,65.8,16.8,50.5,1.1,8.2,7.7,9.7,-2.0,38.2,42.5,19.3,2.2,41.3,48.0,57.7,42.3
node,4699647669,amenity,restaurant,Podesta,-34.6103231,-58.406156,,,,,,pizza,,,Balvanera,3.0,685561.0,25.7,32.3,63.7,59.9,"5,9a","5,2b","6,8b","9,4a",19.8,26.9,"193,790",6.4,"30,280",6.3,3.1,90.1,39.2,17.4,65.8,16.8,50.5,1.1,8.2,7.7,9.7,-2.0,38.2,42.5,19.3,2.2,41.3,48.0,57.7,42.3
node,4699655225,amenity,restaurant,Los Talentos,-34.6104057,-58.4077436,,,,,,pizza,,,Balvanera,3.0,685561.0,25.7,32.3,63.7,59.9,"5,9a","5,2b","6,8b","9,4a",19.8,26.9,"193,790",6.4,"30,280",6.3,3.1,90.1,39.2,17.4,65.8,16.8,50.5,1.1,8.2,7.7,9.7,-2.0,38.2,42.5,19.3,2.2,41.3,48.0,57.7,42.3
node,4699660066,amenity,restaurant,Fabrica de Pizzas,-34.6104398,-58.4081911,Avenida Rivadavia,,,,,,,,Balvanera,3.0,685561.0,25.7,32.3,63.7,59.9,"5,9a","5,2b","6,8b","9,4a",19.8,26.9,"193,790",6.4,"30,280",6.3,3.1,90.1,39.2,17.4,65.8,16.8,50.5,1.1,8.2,7.7,9.7,-2.0,38.2,42.5,19.3,2.2,41.3,48.0,57.7,42.3
node,4699661729,amenity,restaurant,Josefina,-34.5990322,-58.4030035,Avenida Córdoba,2550,,,,pizza,,,Balvanera,3.0,685561.0,25.7,32.3,63.7,59.9,"5,9a","5,2b","6,8b","9,4a",19.8,26.9,"193,790",6.4,"30,280",6.3,3.1,90.1,39.2,17.4,65.8,16.8,50.5,1.1,8.2,7.7,9.7,-2.0,38.2,42.5,19.3,2.2,41.3,48.0,57.7,42.3
node,4699668888,amenity,restaurant,La Sandwicherie,-34.6045023,-58.3766427,Maipú,,,,,,,,San Nicolas,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,"14,465",8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8
node,4699671210,amenity,bar,Bar Ecuador,-34.6065116,-58.3766272,Maipú,,,,,,,,San Nicolas,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,"14,465",8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8
node,4699671230,amenity,cafe,Licuados Cafe,-34.608044,-58.376651,Avenida Rivadavia,707,,,,,,,San Nicolas,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,"14,465",8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8
node,4699671255,amenity,restaurant,Gourmet Empanadas,-34.6059004,-58.3794149,Suipacha,,,,,,,,San Nicolas,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,"14,465",8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8
node,4699676578,amenity,restaurant,Me We,-34.6105176,-58.4098554,Avenida Rivadavia,,,,,asian,,,Balvanera,3.0,685561.0,25.7,32.3,63.7,59.9,"5,9a","5,2b","6,8b","9,4a",19.8,26.9,"193,790",6.4,"30,280",6.3,3.1,90.1,39.2,17.4,65.8,16.8,50.5,1.1,8.2,7.7,9.7,-2.0,38.2,42.5,19.3,2.2,41.3,48.0,57.7,42.3
node,4699676591,amenity,restaurant,La Lonja,-34.6105977,-58.4110824,Avenida Rivadavia,,,,,,,,Balvanera,3.0,685561.0,25.7,32.3,63.7,59.9,"5,9a","5,2b","6,8b","9,4a",19.8,26.9,"193,790",6.4,"30,280",6.3,3.1,90.1,39.2,17.4,65.8,16.8,50.5,1.1,8.2,7.7,9.7,-2.0,38.2,42.5,19.3,2.2,41.3,48.0,57.7,42.3
node,4699680597,amenity,cafe,Bonafide,-34.6312576,-58.4709963,Quirno,,Bonafide,,,coffee_shop,,,Flores,7.0,630368.0,22.8,29.0,61.4,57.6,"6,3a","5,0b","7,7b","12,3a",20.7,27.4,"242,828",12.4,"19,583",7.9,6.0,89.9,37.7,21.2,62.5,16.3,67.3,1.2,6.4,7.7,8.8,-1.2,33.0,51.1,15.9,2.5,30.0,49.4,69.8,30.2
node,4699684118,amenity,restaurant,Zodiaco,-34.6106715,-58.4119266,Avenida Rivadavia,,,,,pizza,,,Balvanera,3.0,685561.0,25.7,32.3,63.7,59.9,"5,9a","5,2b","6,8b","9,4a",19.8,26.9,"193,790",6.4,"30,280",6.3,3.1,90.1,39.2,17.4,65.8,16.8,50.5,1.1,8.2,7.7,9.7,-2.0,38.2,42.5,19.3,2.2,41.3,48.0,57.7,42.3
node,4699693767,amenity,restaurant,Chifa Lio San,-34.6114737,-58.4103478,Hipólito Yrigoyen,,,,,peruvian,,,Balvanera,3.0,685561.0,25.7,32.3,63.7,59.9,"5,9a","5,2b","6,8b","9,4a",19.8,26.9,"193,790",6.4,"30,280",6.3,3.1,90.1,39.2,17.4,65.8,16.8,50.5,1.1,8.2,7.7,9.7,-2.0,38.2,42.5,19.3,2.2,41.3,48.0,57.7,42.3
node,4699847754,amenity,restaurant,El Gallo,-34.6034832,-58.3802963,Avenida Corrientes,,,,,,,,San Nicolas,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,"14,465",8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8
node,4699847783,amenity,cafe,Starbucks,-34.6033661,-58.3787727,Avenida Corrientes,857,Starbucks,,https://www.starbucks.com.ar/,coffee_shop,Mo-Th 07:00-21:00; Fr 07:00-24:00; Sa 09:00-24:00; Su 10:00-21:00,,San Nicolas,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,"14,465",8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8
node,4699847999,amenity,restaurant,Kipimax,-34.6033158,-58.377767,Avenida Corrientes,,,,,,,,San Nicolas,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,"14,465",8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8
node,4699848002,amenity,cafe,Havanna,-34.6033167,-58.377685,Avenida Corrientes,,Havanna,,,coffee_shop,,,San Nicolas,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,"14,465",8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8
node,4699907320,amenity,restaurant,Las Nazarenas,-34.5947592,-58.3734669,Reconquista,1132,,,,meat,,,Retiro,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,"14,465",8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8
node,4699961634,amenity,restaurant,Taragüi II,-34.5965668,-58.3810061,Marcelo T. de Alvear,,,,,pizza,,,Retiro,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,"14,465",8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8
node,4700006237,amenity,restaurant,Da Mingo,-34.5927557,-58.3798865,Juncal,,,,,,,,Retiro,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,"14,465",8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8
node,4700006242,amenity,cafe,Dos Escudos,-34.5927795,-58.380224,Juncal,,,,,,,,Retiro,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,"14,465",8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8
