osm_type,osm_id,key,value,name,lat,lon,barrio,comuna,_name_norm,unified_label
node,9544182903,amenity,cinema,Cinépolis,-34.5994117,-58.3982764,RECOLETA,2.0,cinepolis,Culturas latinoamericanas vecinas
node,9567196617,amenity,restaurant,primavera Trujillana,-34.5452857,-58.4614155,NUÑEZ,13.0,primavera trujillana,Culturas latinoamericanas vecinas
node,10088065217,amenity,cafe,Havana,-34.5956091,-58.443506,VILLA CRESPO,15.0,havana,Culturas latinoamericanas vecinas
node,10682117805,amenity,restaurant,Romario,-34.5882746,-58.4061383,RECOLETA,2.0,romario,Culturas latinoamericanas vecinas
node,10873556441,amenity,bar,Sando de América,-34.558545,-58.4491393,BELGRANO,13.0,sando de america,Culturas latinoamericanas vecinas
node,10966689605,amenity,bar,Rodizinho,-34.6073798,-58.3663089,PUERTO MADERO,1.0,rodizinho,Culturas latinoamericanas vecinas
node,10992645499,amenity,cafe,Darién,-34.6036381,-58.4491267,VILLA CRESPO,15.0,darien,Culturas latinoamericanas vecinas
node,11048826705,amenity,restaurant,Tanta,-34.5971973,-58.3787228,RETIRO,1.0,tanta,Culturas latinoamericanas vecinas
node,11084637606,amenity,restaurant,Sampa,-34.5966406,-58.433614,VILLA CRESPO,15.0,sampa,Culturas latinoamericanas vecinas
node,11106201075,amenity,cafe,La Puerto Rico,-34.6102655,-58.3723654,MONSERRAT,1.0,la puerto rico,Culturas latinoamericanas vecinas
node,11205594837,amenity,cafe,Havana,-34.5820777,-58.4068088,PALERMO,14.0,havana,Culturas latinoamericanas vecinas
node,11268378861,amenity,restaurant,Romario Berutti,-34.5919335,-58.4028557,RECOLETA,2.0,romario berutti,Culturas latinoamericanas vecinas
node,11414666797,amenity,restaurant,Venezolano,-34.6038787,-58.3895038,SAN NICOLAS,1.0,venezolano,Culturas latinoamericanas vecinas
node,11506428569,amenity,cafe,Tintico,-34.5840938,-58.4255151,PALERMO,14.0,tintico,Culturas latinoamericanas vecinas
node,11889970915,amenity,restaurant,Las Cañitas Colombia,-34.5699583,-58.435642,PALERMO,14.0,las canitas colombia,Culturas latinoamericanas vecinas
node,11999269392,amenity,restaurant,Miss Arepas,-34.6233403,-58.4544483,CABALLITO,6.0,miss arepas,Culturas latinoamericanas vecinas
node,12099836038,amenity,cafe,Juan Valdéz Café,-34.5848542,-58.3998844,RECOLETA,2.0,juan valdez cafe,Culturas latinoamericanas vecinas
node,12208371577,amenity,restaurant,Estación Colombia,-34.6186763,-58.3728892,SAN TELMO,1.0,estacion colombia,Culturas latinoamericanas vecinas
node,12280775182,amenity,restaurant,Sabor Andino,-34.6412997,-58.5288659,LINIERS,9.0,sabor andino,Culturas latinoamericanas vecinas
node,12344484702,amenity,restaurant,Ya Cabron,-34.5806064,-58.436256,PALERMO,14.0,ya cabron,Culturas latinoamericanas vecinas
node,12459804437,amenity,cafe,Juan Valdez Café,-34.5481088,-58.4685012,NUÑEZ,13.0,juan valdez cafe,Culturas latinoamericanas vecinas
node,12630497202,amenity,cafe,Viva la Arepa,-34.5879498,-58.4022241,RECOLETA,2.0,viva la arepa,Culturas latinoamericanas vecinas
node,12869877727,amenity,restaurant,Taco God,-34.613471,-58.4366282,CABALLITO,6.0,taco god,Culturas latinoamericanas vecinas
node,12921813303,amenity,restaurant,Arepas Club by Changir,-34.6024495,-58.4422826,VILLA CRESPO,15.0,arepas club by changir,Culturas latinoamericanas vecinas
node,13101258201,amenity,restaurant,Cohiba,-34.6115004,-58.3735656,MONSERRAT,1.0,cohiba,Culturas latinoamericanas vecinas
node,13171788301,amenity,cafe,Lab Sucre,-34.622139,-58.4583251,FLORES,7.0,lab sucre,Culturas latinoamericanas vecinas
node,13254559302,amenity,bar,Chalaca,-34.5823738,-58.4066909,PALERMO,14.0,chalaca,Culturas latinoamericanas vecinas
node,13305351741,amenity,cafe,Babalú,-34.5974132,-58.3730908,RETIRO,1.0,babalu,Culturas latinoamericanas vecinas
node,13325178201,amenity,restaurant,Taquería Diaz,-34.5673434,-58.4746503,VILLA URQUIZA,12.0,taqueria diaz,Culturas latinoamericanas vecinas
node,2588555370,shop,bakery,La Paz,-34.5526737,-58.4671101,NUÑEZ,13.0,la paz,Culturas latinoamericanas vecinas
node,6032148479,shop,bakery,Sabor Guaraní,-34.6401058,-58.5232635,LINIERS,9.0,sabor guarani,Culturas latinoamericanas vecinas
node,9377968398,shop,bakery,La Paz,-34.5663856,-58.4893545,VILLA URQUIZA,12.0,la paz,Culturas latinoamericanas vecinas
node,12047782620,shop,bakery,La Paz,-34.5531565,-58.462162,NUÑEZ,13.0,la paz,Culturas latinoamericanas vecinas
node,12320917803,shop,deli,Larense,-34.5889021,-58.400069,RECOLETA,2.0,larense,Culturas latinoamericanas vecinas
node,454371119,amenity,restaurant,El Pingüino de Palermo,-34.5848511,-58.4241831,PALERMO,14.0,el pinguino de palermo,Animales y naturaleza (neutral)
node,724684901,amenity,restaurant,Siga La Vaca,-34.6186412,-58.3651367,PUERTO MADERO,1.0,siga la vaca,Animales y naturaleza (neutral)
node,724728452,amenity,restaurant,Estilo Campo,-34.62,-58.3650999,PUERTO MADERO,1.0,estilo campo,Animales y naturaleza (neutral)
node,1044039805,amenity,restaurant,La Casona de Flores,-34.6215787,-58.4576671,FLORES,7.0,la casona de flores,Animales y naturaleza (neutral)
node,1077657735,amenity,restaurant,Manzanitas,-34.5809353,-58.4744235,VILLA ORTUZAR,15.0,manzanitas,Animales y naturaleza (neutral)
node,1108412208,amenity,bar,Los Galgos,-34.6030051,-58.392251,SAN NICOLAS,1.0,los galgos,Animales y naturaleza (neutral)
node,1134640757,amenity,cafe,Mar Azul,-34.6020026,-58.3910932,SAN NICOLAS,1.0,mar azul,Animales y naturaleza (neutral)
node,1144740051,amenity,restaurant,El Cisne,-34.5970503,-58.3899308,RECOLETA,2.0,el cisne,Animales y naturaleza (neutral)
node,1146277352,amenity,bar,Oasis,-34.5951101,-58.3934689,RECOLETA,2.0,oasis,Animales y naturaleza (neutral)
node,1265507304,amenity,restaurant,El Gran Mosquito,-34.6058593,-58.4304665,ALMAGRO,5.0,el gran mosquito,Animales y naturaleza (neutral)
node,1279202137,amenity,restaurant,La Molinera,-34.5955227,-58.3986288,RECOLETA,2.0,la molinera,Animales y naturaleza (neutral)
node,1279520176,amenity,restaurant,El Trébol,-34.595583,-58.3984043,RECOLETA,2.0,el trebol,Animales y naturaleza (neutral)
node,1312561365,amenity,restaurant,Tigre Morado,-34.5818307,-58.4393712,PALERMO,14.0,tigre morado,Animales y naturaleza (neutral)
node,1402332756,amenity,theatre,Teatro de Flores,-34.6304477,-58.4623278,FLORES,7.0,teatro de flores,Animales y naturaleza (neutral)
node,1490042309,amenity,restaurant,El Salto de las Ranas,-34.5953141,-58.3918585,RECOLETA,2.0,el salto de las ranas,Animales y naturaleza (neutral)
node,1506517983,amenity,restaurant,Luz Solar,-34.5962388,-58.3948643,RECOLETA,2.0,luz solar,Animales y naturaleza (neutral)
node,1611090586,amenity,restaurant,La Flor de Barracas,-34.6417763,-58.3795602,BARRACAS,4.0,la flor de barracas,Animales y naturaleza (neutral)
node,1736479507,amenity,restaurant,La Estrella,-34.5795708,-58.4327388,PALERMO,14.0,la estrella,Animales y naturaleza (neutral)
node,2265496085,amenity,restaurant,Los Pinos,-34.5915501,-58.3982666,RECOLETA,2.0,los pinos,Animales y naturaleza (neutral)
node,2276922797,amenity,restaurant,Siga la Vaca Express,-34.555112,-58.4543517,BELGRANO,13.0,siga la vaca express,Animales y naturaleza (neutral)
node,2350480363,amenity,restaurant,Plaza del Sol,-34.6354155,-58.4877921,VELEZ SARSFIELD,10.0,plaza del sol,Animales y naturaleza (neutral)
node,2466174608,amenity,cafe,Confitería del Botánico,-34.5845953,-58.4165211,PALERMO,14.0,confiteria del botanico,Animales y naturaleza (neutral)
node,2472966380,amenity,cafe,Café del Arbol,-34.6207335,-58.3717402,SAN TELMO,1.0,cafe del arbol,Animales y naturaleza (neutral)
node,2582555139,amenity,restaurant,El Rinconcito de Caballito,-34.6258361,-58.4326554,CABALLITO,6.0,el rinconcito de caballito,Animales y naturaleza (neutral)
node,2583699955,amenity,restaurant,Pizzas El Ombu,-34.5881481,-58.3724079,RETIRO,1.0,pizzas el ombu,Animales y naturaleza (neutral)
node,3046259756,amenity,restaurant,Lotos,-34.5992462,-58.389397,RECOLETA,2.0,lotos,Animales y naturaleza (neutral)
node,3054464472,amenity,bar,El Salmon,-34.596013,-58.3732667,RETIRO,1.0,el salmon,Animales y naturaleza (neutral)
node,3054645550,amenity,cafe,La Cigüeña,-34.596706,-58.400139,RECOLETA,2.0,la ciguena,Animales y naturaleza (neutral)
node,3173865393,amenity,restaurant,Pétalo,-34.6030694,-58.3736922,SAN NICOLAS,1.0,petalo,Animales y naturaleza (neutral)
node,3260927112,amenity,restaurant,Parrilla El Establo,-34.6250992,-58.3712317,SAN TELMO,1.0,parrilla el establo,Animales y naturaleza (neutral)
node,3273659161,amenity,cafe,El Gato Negro,-34.6041451,-58.3903518,SAN NICOLAS,1.0,el gato negro,Animales y naturaleza (neutral)
node,3416796205,amenity,restaurant,Las Petunias,-34.5888662,-58.4261967,PALERMO,14.0,las petunias,Animales y naturaleza (neutral)
node,3556979093,amenity,cafe,Animalito Café,-34.5738487,-58.4370889,PALERMO,14.0,animalito cafe,Animales y naturaleza (neutral)
node,3612822511,amenity,cafe,Trigal,-34.5744391,-58.4341462,PALERMO,14.0,trigal,Animales y naturaleza (neutral)
node,3675464868,amenity,cafe,Rio Cafe Bar,-34.6038471,-58.4320517,ALMAGRO,5.0,rio cafe bar,Animales y naturaleza (neutral)
node,3713745826,amenity,restaurant,El Cisne Blanco,-34.5559479,-58.4520281,BELGRANO,13.0,el cisne blanco,Animales y naturaleza (neutral)
node,3781546741,amenity,restaurant,Surubi,-34.5872355,-58.4242439,PALERMO,14.0,surubi,Animales y naturaleza (neutral)
node,3968551831,amenity,restaurant,La Lechuza,-34.5847266,-58.4282289,PALERMO,14.0,la lechuza,Animales y naturaleza (neutral)
node,4164205741,amenity,restaurant,La Mar,-34.5782689,-58.4375697,PALERMO,14.0,la mar,Animales y naturaleza (neutral)
node,4167717481,amenity,cafe,Chef León,-34.5521543,-58.4535824,BELGRANO,13.0,chef leon,Animales y naturaleza (neutral)
node,4181081909,amenity,restaurant,Los Cocos,-34.5978074,-58.4133383,RECOLETA,2.0,los cocos,Animales y naturaleza (neutral)
node,4228946297,amenity,restaurant,El Ombu,-34.6140814,-58.4595039,FLORES,7.0,el ombu,Animales y naturaleza (neutral)
node,4229105941,amenity,restaurant,Open Gallo,-34.6056292,-58.4133477,BALVANERA,3.0,open gallo,Animales y naturaleza (neutral)
node,4250083690,amenity,restaurant,Parrilla Los Chanchitos,-34.6055078,-58.4395394,VILLA CRESPO,15.0,parrilla los chanchitos,Animales y naturaleza (neutral)
node,4250121189,amenity,cafe,Muu Lechería,-34.5884586,-58.4260387,PALERMO,14.0,muu lecheria,Animales y naturaleza (neutral)
node,4343044319,amenity,restaurant,Tilo,-34.56751,-58.4348246,PALERMO,14.0,tilo,Animales y naturaleza (neutral)
node,4381407960,amenity,restaurant,El Prado,-34.6412467,-58.5288692,LINIERS,9.0,el prado,Animales y naturaleza (neutral)
node,4511148592,amenity,cafe,Malvón,-34.5943338,-58.4391103,VILLA CRESPO,15.0,malvon,Animales y naturaleza (neutral)
node,4587053471,amenity,bar,Sigue al conejo blanco,-34.588363,-58.4351751,PALERMO,14.0,sigue al conejo blanco,Animales y naturaleza (neutral)
node,4591738302,amenity,restaurant,Impala,-34.6351667,-58.4474489,PARQUE CHACABUCO,7.0,impala,Animales y naturaleza (neutral)
node,4602338865,amenity,restaurant,Las Palmas,-34.6342977,-58.3905092,PARQUE PATRICIOS,4.0,las palmas,Animales y naturaleza (neutral)
node,4604863713,amenity,restaurant,Tropical,-34.6531844,-58.4161079,NUEVA POMPEYA,4.0,tropical,Animales y naturaleza (neutral)
node,4627637190,amenity,bar,Comunidad del cisne,-34.6206475,-58.3727495,SAN TELMO,1.0,comunidad del cisne,Animales y naturaleza (neutral)
node,4658056479,amenity,restaurant,Mi Pollo,-34.5700031,-58.4787538,VILLA URQUIZA,12.0,mi pollo,Animales y naturaleza (neutral)
node,4659995334,amenity,bar,El Sol,-34.6184427,-58.4755846,VILLA SANTA RITA,11.0,el sol,Animales y naturaleza (neutral)
node,4674041513,amenity,cafe,Tilo,-34.5828037,-58.4120536,PALERMO,14.0,tilo,Animales y naturaleza (neutral)
node,4677413927,amenity,restaurant,Caracol,-34.6208446,-58.3729478,SAN TELMO,1.0,caracol,Animales y naturaleza (neutral)
node,4684413095,amenity,restaurant,Los Cabritos,-34.6540465,-58.5054412,MATADEROS,9.0,los cabritos,Animales y naturaleza (neutral)
node,4689637731,amenity,bar,Río Bar,-34.6046274,-58.3943462,BALVANERA,3.0,rio bar,Animales y naturaleza (neutral)
node,4690926803,amenity,restaurant,Los Chanchitos 2,-34.6063439,-58.4414542,CABALLITO,6.0,los chanchitos 2,Animales y naturaleza (neutral)
node,4699847754,amenity,restaurant,El Gallo,-34.6034832,-58.3802963,SAN NICOLAS,1.0,el gallo,Animales y naturaleza (neutral)
node,4700535735,amenity,restaurant,El Trébol,-34.6045736,-58.4374607,VILLA CRESPO,15.0,el trebol,Animales y naturaleza (neutral)
node,4702276049,amenity,restaurant,La Posta de Caballito,-34.6160335,-58.4421672,CABALLITO,6.0,la posta de caballito,Animales y naturaleza (neutral)
node,4708581884,amenity,restaurant,Rincón de Flores,-34.631536,-58.4630356,FLORES,7.0,rincon de flores,Animales y naturaleza (neutral)
node,4708583004,amenity,restaurant,Gran Paraná,-34.6323391,-58.4656339,FLORES,7.0,gran parana,Animales y naturaleza (neutral)
node,4734699221,amenity,nightclub,Cactus Discos,-34.6054816,-58.3865503,SAN NICOLAS,1.0,cactus discos,Animales y naturaleza (neutral)
node,4734699321,amenity,nightclub,El gallo cantor,-34.6041295,-58.3863124,SAN NICOLAS,1.0,el gallo cantor,Animales y naturaleza (neutral)
node,4742357921,amenity,restaurant,Chochán,-34.5879423,-58.4307931,PALERMO,14.0,chochan,Animales y naturaleza (neutral)
node,4749740997,amenity,restaurant,Artemisia,-34.5802785,-58.4375003,PALERMO,14.0,artemisia,Animales y naturaleza (neutral)
node,4804028020,amenity,cafe,Luna del Sur,-34.5590228,-58.4538174,BELGRANO,13.0,luna del sur,Animales y naturaleza (neutral)
node,4899843343,amenity,restaurant,Show Flores,-34.6266762,-58.4681633,FLORES,7.0,show flores,Animales y naturaleza (neutral)
node,5196143322,amenity,restaurant,Del Toro,-34.612692,-58.3803492,MONSERRAT,1.0,del toro,Animales y naturaleza (neutral)
node,5228448427,amenity,restaurant,Gallo Negro,-34.5749032,-58.4729665,VILLA URQUIZA,12.0,gallo negro,Animales y naturaleza (neutral)
node,5267784524,amenity,restaurant,Y la Vaca Chocha,-34.6217112,-58.3716091,SAN TELMO,1.0,y la vaca chocha,Animales y naturaleza (neutral)
node,5302671022,amenity,restaurant,Las Totoras,-34.6000524,-58.402747,BALVANERA,3.0,las totoras,Animales y naturaleza (neutral)
node,5312979168,amenity,restaurant,Tomatitos,-34.6680822,-58.4757906,VILLA LUGANO,8.0,tomatitos,Animales y naturaleza (neutral)
node,5418374521,amenity,restaurant,La Hormiga,-34.5895283,-58.4275397,PALERMO,14.0,la hormiga,Animales y naturaleza (neutral)
node,5695466523,amenity,restaurant,Las Cañas,-34.6049274,-58.3894699,SAN NICOLAS,1.0,las canas,Animales y naturaleza (neutral)
node,5775635953,amenity,cafe,Magnolia,-34.5882246,-58.4084152,RECOLETA,2.0,magnolia,Animales y naturaleza (neutral)
node,5863279665,amenity,restaurant,EL Pato Loco,-34.6528308,-58.378479,BARRACAS,4.0,el pato loco,Animales y naturaleza (neutral)
node,5927293985,amenity,restaurant,El pato loco,-34.6527865,-58.3784279,BARRACAS,4.0,el pato loco,Animales y naturaleza (neutral)
node,6225057589,amenity,restaurant,El Jardín,-34.6137869,-58.4403305,CABALLITO,6.0,el jardin,Animales y naturaleza (neutral)
node,6333425250,amenity,restaurant,Del Campo,-34.5885346,-58.4691843,VILLA ORTUZAR,15.0,del campo,Animales y naturaleza (neutral)
node,6347103322,amenity,restaurant,La Gata Alegría,-34.6186807,-58.3988049,SAN CRISTOBAL,3.0,la gata alegria,Animales y naturaleza (neutral)
node,6366365685,amenity,restaurant,Aires de Campo,-34.6198729,-58.4316637,CABALLITO,6.0,aires de campo,Animales y naturaleza (neutral)
node,6371477123,amenity,restaurant,Del Valle,-34.6417337,-58.5268675,LINIERS,9.0,del valle,Animales y naturaleza (neutral)
node,6371478261,amenity,restaurant,El Olmo,-34.5945327,-58.402573,RECOLETA,2.0,el olmo,Animales y naturaleza (neutral)
node,6388042370,amenity,restaurant,Comidas para Llevar Los Chanchitos,-34.6055682,-58.4395577,VILLA CRESPO,15.0,comidas para llevar los chanchitos,Animales y naturaleza (neutral)
node,6863805691,amenity,bar,Cuervo café,-34.5904337,-58.4257309,PALERMO,14.0,cuervo cafe,Animales y naturaleza (neutral)
node,7111383485,amenity,bar,Tres Monos,-34.5848739,-58.4262029,PALERMO,14.0,tres monos,Animales y naturaleza (neutral)
node,7208968385,amenity,restaurant,El Hornero,-34.6192168,-58.3723356,SAN TELMO,1.0,el hornero,Animales y naturaleza (neutral)
node,7239204285,amenity,cafe,Cosecha,-34.6196068,-58.3716087,SAN TELMO,1.0,cosecha,Animales y naturaleza (neutral)
node,7630683070,amenity,restaurant,Las Palmeras,-34.5654524,-58.4378364,PALERMO,14.0,las palmeras,Animales y naturaleza (neutral)
node,7745880213,amenity,restaurant,La Mulita,-34.5992607,-58.5014077,VILLA DEVOTO,11.0,la mulita,Animales y naturaleza (neutral)
node,8197717360,amenity,cafe,Acacia Negra,-34.595946,-58.5105132,VILLA DEVOTO,11.0,acacia negra,Animales y naturaleza (neutral)
node,8221306717,amenity,cafe,Lobo Café,-34.5906473,-58.4274336,PALERMO,14.0,lobo cafe,Animales y naturaleza (neutral)
node,8454167845,amenity,cafe,Cosecha,-34.596636,-58.4334588,VILLA CRESPO,15.0,cosecha,Animales y naturaleza (neutral)
node,9181590817,amenity,cafe,Fauna,-34.5908166,-58.4273823,PALERMO,14.0,fauna,Animales y naturaleza (neutral)
node,9181591617,amenity,cafe,Lobo café,-34.6140037,-58.3633783,PUERTO MADERO,1.0,lobo cafe,Animales y naturaleza (neutral)
node,9332667643,amenity,cafe,Hijos del Mar,-34.5754487,-58.4493587,COLEGIALES,13.0,hijos del mar,Animales y naturaleza (neutral)
node,9548541623,amenity,bar,Peñón del aguila,-34.5833206,-58.4374582,PALERMO,14.0,penon del aguila,Animales y naturaleza (neutral)
node,9759267620,amenity,cafe,Lobo Cafe,-34.6126795,-58.3635383,PUERTO MADERO,1.0,lobo cafe,Animales y naturaleza (neutral)
node,9859409640,amenity,cafe,Gorrión,-34.5553566,-58.4654243,NUÑEZ,13.0,gorrion,Animales y naturaleza (neutral)
node,9862709515,amenity,cafe,Cosecha,-34.5503221,-58.4768034,SAAVEDRA,12.0,cosecha,Animales y naturaleza (neutral)
node,10002860517,amenity,bar,Hormiga Negra,-34.560516,-58.4606924,BELGRANO,13.0,hormiga negra,Animales y naturaleza (neutral)
node,10555579509,amenity,restaurant,Rio Alba,-34.5758365,-58.4211099,PALERMO,14.0,rio alba,Animales y naturaleza (neutral)
node,10676501806,amenity,cafe,Cielo Azul,-34.5665813,-58.4612209,BELGRANO,13.0,cielo azul,Animales y naturaleza (neutral)
node,10713305605,amenity,bar,Peñon del Aguila,-34.6056978,-58.364849,,,penon del aguila,Animales y naturaleza (neutral)
node,10809922241,amenity,cafe,Cuervo,-34.5553464,-58.4452815,BELGRANO,13.0,cuervo,Animales y naturaleza (neutral)
node,10834460305,amenity,restaurant,Carneros,-34.5839225,-58.4185123,PALERMO,14.0,carneros,Animales y naturaleza (neutral)
node,10837310705,amenity,cafe,Cafeto,-34.5833203,-58.421015,PALERMO,14.0,cafeto,Animales y naturaleza (neutral)
node,11033008805,amenity,cafe,La Pecera,-34.5846599,-58.4196356,PALERMO,14.0,la pecera,Animales y naturaleza (neutral)
node,11047565231,amenity,restaurant,El Ombú,-34.5700173,-58.5087155,VILLA URQUIZA,12.0,el ombu,Animales y naturaleza (neutral)
node,11195203861,amenity,bar,Krill,-34.5587073,-58.4491061,BELGRANO,13.0,krill,Animales y naturaleza (neutral)
node,11232455937,amenity,cafe,Arena café,-34.5802654,-58.4382111,PALERMO,14.0,arena cafe,Animales y naturaleza (neutral)
node,11244326741,amenity,cafe,Arbol de Café,-34.6228376,-58.5218438,VILLA REAL,10.0,arbol de cafe,Animales y naturaleza (neutral)
node,11248496337,amenity,cafe,Bioma,-34.5815689,-58.4354573,PALERMO,14.0,bioma,Animales y naturaleza (neutral)
node,11387945769,amenity,restaurant,Piedra Pasillo al Fondo,-34.5507181,-58.4633796,NUÑEZ,13.0,piedra pasillo al fondo,Animales y naturaleza (neutral)
node,11414680333,amenity,restaurant,Restaurante Bodega Campo,-34.6059839,-58.3908511,SAN NICOLAS,1.0,restaurante bodega campo,Animales y naturaleza (neutral)
node,11511611169,amenity,cafe,Las Flores,-34.5822131,-58.4410211,PALERMO,14.0,las flores,Animales y naturaleza (neutral)
node,11549028312,amenity,restaurant,Mango,-34.6048446,-58.3894687,SAN NICOLAS,1.0,mango,Animales y naturaleza (neutral)
node,11789599671,amenity,cafe,Mosquito,-34.5874739,-58.4230856,PALERMO,14.0,mosquito,Animales y naturaleza (neutral)
node,11836236499,amenity,cafe,Lobo Cafe,-34.5805678,-58.4132538,PALERMO,14.0,lobo cafe,Animales y naturaleza (neutral)
node,11842602969,amenity,bar,Los Girasoles (Bar Pool Café),-34.6102246,-58.3697227,MONSERRAT,1.0,los girasoles (bar pool cafe),Animales y naturaleza (neutral)
node,11877927352,amenity,cafe,Osa Negra,-34.5519858,-58.4613361,NUÑEZ,13.0,osa negra,Animales y naturaleza (neutral)
node,12004373045,amenity,cafe,Luna Cafe,-34.594796,-58.4269041,PALERMO,14.0,luna cafe,Animales y naturaleza (neutral)
node,12066585069,amenity,bar,Cobra,-34.5697478,-58.4208115,PALERMO,14.0,cobra,Animales y naturaleza (neutral)
node,12066586569,amenity,restaurant,Ribs Al Rio,-34.5705642,-58.4217764,PALERMO,14.0,ribs al rio,Animales y naturaleza (neutral)
node,12084232247,amenity,cafe,Cafeto,-34.5878163,-58.4524434,CHACARITA,15.0,cafeto,Animales y naturaleza (neutral)
node,12185275930,amenity,cafe,Magnolias,-34.5953201,-58.4011865,RECOLETA,2.0,magnolias,Animales y naturaleza (neutral)
node,12198313666,amenity,cafe,Toro Café,-34.5971098,-58.4019678,RECOLETA,2.0,toro cafe,Animales y naturaleza (neutral)
node,12202158703,amenity,cafe,Bicho,-34.5883971,-58.4025604,RECOLETA,2.0,bicho,Animales y naturaleza (neutral)
node,12227912101,amenity,restaurant,El Sol de Palermo,-34.5712513,-58.4137015,PALERMO,14.0,el sol de palermo,Animales y naturaleza (neutral)
node,12269938203,amenity,pub,Hormiga Negra,-34.5878791,-58.4041982,RECOLETA,2.0,hormiga negra,Animales y naturaleza (neutral)
node,12295259848,amenity,restaurant,La Paloma,-34.5936548,-58.4047672,RECOLETA,2.0,la paloma,Animales y naturaleza (neutral)
node,12352455001,amenity,cafe,Tilo,-34.5873623,-58.4074409,RECOLETA,2.0,tilo,Animales y naturaleza (neutral)
node,12387466601,amenity,cafe,Buro Arbol,-34.5850192,-58.4391678,PALERMO,14.0,buro arbol,Animales y naturaleza (neutral)
node,12415266201,amenity,cafe,Buró Árbol,-34.5860301,-58.4403826,PALERMO,14.0,buro arbol,Animales y naturaleza (neutral)
node,12442535201,amenity,restaurant,Tomate,-34.5896613,-58.4269385,PALERMO,14.0,tomate,Animales y naturaleza (neutral)
node,12531652563,amenity,cafe,Café Botanico,-34.5950927,-58.4228713,PALERMO,14.0,cafe botanico,Animales y naturaleza (neutral)
node,12723687699,amenity,restaurant,Acacia Negra,-34.624697,-58.5254863,VILLA REAL,10.0,acacia negra,Animales y naturaleza (neutral)
node,12732302601,amenity,restaurant,Naranjo,-34.5878557,-58.4445907,CHACARITA,15.0,naranjo,Animales y naturaleza (neutral)
node,12789844601,amenity,restaurant,El Sol,-34.5844933,-58.4665204,VILLA ORTUZAR,15.0,el sol,Animales y naturaleza (neutral)
node,12801106944,amenity,bar,La Colmena,-34.5909536,-58.4330861,PALERMO,14.0,la colmena,Animales y naturaleza (neutral)
node,12958118763,amenity,restaurant,Aire Libre,-34.5535792,-58.450058,BELGRANO,13.0,aire libre,Animales y naturaleza (neutral)
node,13005395417,amenity,restaurant,Sauces,-34.5420203,-58.4731753,NUÑEZ,13.0,sauces,Animales y naturaleza (neutral)
node,13059895744,amenity,restaurant,Tomate,-34.5692631,-58.4176861,PALERMO,14.0,tomate,Animales y naturaleza (neutral)
node,13254940624,amenity,cafe,Gorrión,-34.5674072,-58.4510262,COLEGIALES,13.0,gorrion,Animales y naturaleza (neutral)
node,2727014794,shop,bakery,La Mariposa,-34.6132766,-58.3776714,MONSERRAT,1.0,la mariposa,Animales y naturaleza (neutral)
node,2744123279,shop,bakery,El Cisne de Goyena,-34.6253809,-58.4308748,CABALLITO,6.0,el cisne de goyena,Animales y naturaleza (neutral)
node,3752289568,shop,books,Librería Puerta del Sol,-34.6299754,-58.4639028,FLORES,7.0,libreria puerta del sol,Animales y naturaleza (neutral)
node,4553018852,shop,books,Poroto Colorado,-34.5807545,-58.4220147,PALERMO,14.0,poroto colorado,Animales y naturaleza (neutral)
node,4612983584,shop,bakery,Estrella del Norte,-34.5445743,-58.4765124,SAAVEDRA,12.0,estrella del norte,Animales y naturaleza (neutral)
node,4657375169,shop,bakery,La Flor de Beiró,-34.6171417,-58.5289369,VILLA REAL,10.0,la flor de beiro,Animales y naturaleza (neutral)
node,4658041606,shop,bakery,Los Monos,-34.6239307,-58.4872378,FLORESTA,10.0,los monos,Animales y naturaleza (neutral)
node,4659940097,shop,bakery,El Molino,-34.5738856,-58.4793202,VILLA URQUIZA,12.0,el molino,Animales y naturaleza (neutral)
node,4684000438,shop,bakery,La Estrella,-34.6466498,-58.5043728,LINIERS,9.0,la estrella,Animales y naturaleza (neutral)
node,4693077048,shop,bakery,Costa Lar,-34.6229132,-58.3920399,SAN CRISTOBAL,3.0,costa lar,Animales y naturaleza (neutral)
node,4695923724,shop,bakery,El Sol,-34.6356025,-58.4525126,FLORES,7.0,el sol,Animales y naturaleza (neutral)
node,4700535797,shop,ice_cream,La Flor de lmagro,-34.6008876,-58.4313824,VILLA CRESPO,15.0,la flor de lmagro,Animales y naturaleza (neutral)
node,4764289521,shop,bakery,Los Almendros,-34.6002924,-58.4235404,ALMAGRO,5.0,los almendros,Animales y naturaleza (neutral)
node,4842882311,shop,bakery,Las espigas,-34.612716,-58.3902358,MONSERRAT,1.0,las espigas,Animales y naturaleza (neutral)
node,4858736092,shop,bakery,El Molino de la Rosa,-34.5972734,-58.4875284,AGRONOMIA,15.0,el molino de la rosa,Animales y naturaleza (neutral)
node,4872219722,shop,bakery,Sol de trigo,-34.6264883,-58.5225057,VERSALLES,10.0,sol de trigo,Animales y naturaleza (neutral)
node,4985350213,shop,books,Librería Corneja,-34.5770555,-58.4818161,VILLA URQUIZA,12.0,libreria corneja,Animales y naturaleza (neutral)
node,5446674205,shop,bakery,Del Sol,-34.6260229,-58.4546343,FLORES,7.0,del sol,Animales y naturaleza (neutral)
node,5838344664,shop,bakery,La Perla de Caballito,-34.6097023,-58.446705,CABALLITO,6.0,la perla de caballito,Animales y naturaleza (neutral)
